[HGESTRINGTABLE]

numEnemies="84"

;Croc
0Name=      "Crazy Croc"
78HasRanged= "F"

;Pumpkin, ranged, moves horizontal
79Name=      "Mr. Pumpking"
79GCol=      "0"
79GRow=      "12"
79EnemyType= "0"
79WanderType="1"
79HP=        "100"
79Damage=    "100"
79Radius=    "28"
79Speed=     "130"
79Land=      "T"
79SWater=    "T"
79Chases=    "T"
79HasRanged= "T"
79PType=     "5"
79Range=     "320"
79Delay=     "1"
79PSpeed=    "400"
79PDamage=   "50"
79PHoming=   "F"

;Pumpkin, ranged, moves vertical
80Name=      "Mr. Pumpking"
80GCol=      "0"
80GRow=      "12"
80EnemyType= "0"
80WanderType="2"
80HP=        "100"
80Damage=    "100"
80Radius=    "28"
80Speed=     "130"
80Land=      "T"
80SWater=    "T"
80Chases=    "T"
80HasRanged= "T"
80PType=     "5"
80Range=     "320"
80Delay=     "1"
80PSpeed=    "400"
80PDamage=   "50"
80PHoming=   "F"

;Pumpkin, hopping
81Name=      "Mr. Pumpking"
81GCol=      "0"
81GRow=      "12"
81EnemyType= "16"
81WanderType="0"
81HP=        "80"
81Damage=    "50"
81Speed=     "200"
81Radius=    "25"
81Land=      "T"
81SWater=    "T"
81Slime=     "T"
81Chases=    "T"
81HasRanged= "F"

;Pumpkin, flail
82Name=      "Mr. Pumpking"
82GCol=      "0"
82GRow=      "12"
82EnemyType= "10"
82WanderType="0"
82HP=        "120"
82Damage=    "125"
82Radius=    "25"
82Speed=     "125"
82Land=      "T"
82SWater=    "T"
82Chases=    "T"
82HasRanged= "F"

;Brown desert burrower
83Name=      "Rockhorn"
83GCol=      "4"
83GRow=      "12"
83EnemyType= "2"
83WanderType="3"
83HP=        "75"
83Speed=     "0"
83Damage=    "50"
83Radius=    "28"
83Chases=    "F"
83Land=      "T"
83SWater=    "T"
83HasRanged= "T"
83Range=     "600"
83Delay=     "3"
83PDamage=   "50"
83PSpeed=    "350"
83PType=     "14"
83Variable1= "1"
83Variable2= "250"
