[HGESTRINGTABLE]

numEnemies="103"

;Croc
0Name=      "Crazy Croc"
78Damage=    "125"
78Radius=    "25"
78Speed=     "125"
78Land=      "T"
78SWater=    "T"
78Chases=    "T"
78HasRanged= "F"

;Pumpkin, ranged, moves horizontal
79GCol=      "0"
79GRow=      "12"
79EnemyType= "0"
79WanderType="1"
79HP=        "200"
79Damage=    "100"
79Radius=    "28"
79Speed=     "130"
79Land=      "T"
79SWater=    "T"
79Chases=    "T"
79HasRanged= "T"
79PType=     "5"
79Range=     "320"
79Delay=     "1000"
79PSpeed=    "400"
79PDamage=   "100"
79PHoming=   "F"

;Pumpkin, ranged, moves vertical
80GCol=      "0"
80GRow=      "12"
80EnemyType= "0"
80WanderType="2"
80HP=        "200"
80Damage=    "100"
80Radius=    "28"
80Speed=     "130"
80Land=      "T"
80SWater=    "T"
80Chases=    "T"
80HasRanged= "T"
80PType=     "5"
80Range=     "320"
80Delay=     "1000"
80PSpeed=    "400"
80PDamage=   "100"
80PHoming=   "F"

;Pumpkin, hopping
81GCol=      "0"
81GRow=      "12"
81EnemyType= "16"
81WanderType="0"
81HP=        "180"
81Damage=    "50"
81Speed=     "200"
81Radius=    "25"
81Land=      "T"
81SWater=    "T"
81Slime=     "T"
81Chases=    "T"
81HasRanged= "F"

;Pumpkin, flail
82GCol=      "0"
82GRow=      "12"
82EnemyType= "10"
82WanderType="0"
82HP=        "450"
82Damage=    "125"
82Radius=    "25"
82Speed=     "125"
82Land=      "T"
82SWater=    "T"
82Water=     "T"
82Chases=    "T"
82HasRanged= "F"

;Brown desert burrower
83Name=      "Rockhorn"
83GCol=      "4"
83GRow=      "12"
83EnemyType= "2"
83WanderType="3"
83HP=        "75"
83Speed=     "0"
83Damage=    "50"
83Radius=    "28"
83Chases=    "F"
83Land=      "T"
83SWater=    "T"
83HasRanged= "T"
83Range=     "600"
83Delay=     "3000"
83PDamage=   "50"
83PSpeed=    "350"
83PType=     "14"
83Variable1= "1"
83Variable2= "250"

;Alphanoid
84Name=      "Alphanoid"
84GCol=      "0"
84GRow=      "14"
84EnemyType= "19"
84WanderType="0"
84HP=        "120"
84Damage=    "25"
84Radius=    "26"
84Speed=     "150"
84Land=      "T"
84SWater=    "T"
84Chases=    "F"
84HasRanged= "T"
84Range=     "700"
84Delay=     "6000"
84PDamage=   "50"
84PSpeed=    "500"
84PType=     "15"

;Barvinoid
85Name=      "Barvinoid"
85GCol=      "4"
85GRow=      "14"
85EnemyType= "19"
85WanderType="0"
85HP=        "160"
85Damage=    "25"
85Radius=    "23"
85Speed=     "100"
85Land=      "T"
85SWater=    "T"
85Chases=    "F"
85HasRanged= "T"
85Range=     "700"
85Delay=     "6000"
85PDamage=   "50"
85PSpeed=    "500"
85PType=     "15"
85ImmuneLightning = "T"

;Herbanoid
86Name=      "Herbanoid"
86GCol=      "8"
86GRow=      "14"
86EnemyType= "19"
86WanderType="0"
86HP=        "100"
86Damage=    "25"
86Radius=    "21"
86Speed=     "180"
86Land=      "T"
86SWater=    "T"
86Chases=    "F"
86HasRanged= "T"
86Range=     "700"
86Delay=     "6000"
86PDamage=   "50"
86PSpeed=    "500"
86PType=     "15"
86ImmuneLightning = "T"

;Blue alien guy
87Name=      "Blue Alien Guy"
87GCol=      "8"
87GRow=      "13"
87NumFrames= "2"
87EnemyType= "16"
87WanderType="0"
87HP=        "50"
87Damage=    "25"
87Radius=    "28"
87Speed=     "150"
87Land=      "T"
87SWater=    "T"
87Chases=    "T"

;Green snake
88GCol=      "8"
88GRow=      "2"
88NumFrames= "2"
88EnemyType= "4"
88WanderType="0"
88HP=        "80"
88Damage=    "50"
88Radius=    "28"
88Speed=     "125"
88Land=      "T"
88SWater=    "T"
88Chases=    "T"

;Beaker
89Name=      "Beaker"
89GCol=      "0"
89GRow=      "13"
89NumFrames= "2"
89EnemyType= "0"
89WanderType="0"
89HP=        "210"
89Damage=    "50"
89Radius=    "28"
89Speed=     "80"
89Land=      "T"
89SWater=    "T"
89Chases=    "F"

;Cone
90Name=      "Cone"
90GCol=      "8"
90GRow=      "12"
90NumFrames= "2"
90EnemyType= "20"
90WanderType="0"
90HP=        "130"
90Damage=    "50"
90Radius=    "28"
90Speed=     "120"
90Land=      "T"
90SWater=    "T"
90Chases=    "F"
90HasRanged= "T"
90Range=     "500"
90Delay=     "1500"
90PDamage=   "25"
90PSpeed=    "400"
90PType=     "14"

;Fenwar SpiderEye
91Name="Fen-Eye"
91GCol="8"
91GRow="3"
91NumFrames="2"
91EnemyType="21"
91WanderType="0"
91HP="250"
91Damage="100"
91Radius="28"
91Speed="220"
91Land="T"
91SWater="T"
91Chases="F"
91Variable1="28"
91Variable2="45"
91ImmuneTongue="F"

;Botonoid spawner 1
92Name=      "Botonoid Spawner"
92OneGraphic="T"
92GCol=	     "12"
92GRow=	     "14"
92EnemyType= "17"
92WanderType="0"
92HP=        "300"
92Damage=    "50"
92Radius=    "28"
92Speed=     "50"
92Land=      "T"
92SWater=    "T"
92Lava=      "T"
92Chases=    "F"
92Variable1= "84"
92Variable2= "85"
92Variable3= "86"
92ImmuneLightning = "T"

;Botonoid spawner 2
93OneGraphic="T"
93GCol=	     "12"
93GRow=	     "14"
93EnemyType= "17"
93WanderType="0"
93HP=        "300"
93Damage=    "50"
93Radius=    "28"
93Speed=     "50"
93Land=      "T"
93SWater=    "T"
93Lava=      "T"
93Chases=    "F"
93Variable1= "85"
93Variable2= "86"
93Variable3= "84"
93ImmuneLightning = "T"

;Botonoid spawner 3
94OneGraphic="T"
94GCol=	     "12"
94GRow=	     "14"
94EnemyType= "17"
94WanderType="0"
94HP=        "300"
94Damage=    "50"
94Radius=    "28"
94Speed=     "50"
94Land=      "T"
94SWater=    "T"
94Lava=      "T"
94Chases=    "F"
94Variable1= "86"
94Variable2= "84"
94Variable3= "85"
94ImmuneLightning = "T"

;Spider
95Name=      "Lyster"
95GCol=      "0"
95GRow=      "9"
95NumFrames= "2"
95EnemyType= "4"
95WanderType="0"
95HP=        "150"
95Damage=    "100"
95Radius=    "25"
95Speed=     "225"
95Land=      "T"
95Lava=      "T"
95SWater=    "T"
95Chases=    "T"
95HasRanged= "F"

;Blimp (Spider spawner)
96Name=      "Blimp"
96OneGraphic="T"
96GCol=	     "14"
96GRow=	     "0"
96EnemyType= "17"
96WanderType="0"
96HP=        "300"
96Damage=    "50"
96Radius=    "28"
96Speed=     "50"
96Land=      "T"
96SWater=    "T"
96Lava=      "T"
96Chases=    "F"
96Variable1= "95"
96Variable2= "95"
96Variable3= "97"
96ImmuneFreeze="T"
96ImmuneLightning = "T"

;Green croc
97Name=      "K. Greene"
97GCol=      "8"
97GRow=      "10"
97EnemyType= "4"
97WanderType="0"
97HP=        "250"
97Damage=    "75"
97Radius=    "27"
97Speed=     "130"
97Land=      "T"
97Lava=      "T"
97SWater=    "T"
97Chases=    "T"
97HasRanged= "F"
97ImmuneFreeze="T"

;Ent
98Name=      "Ent"
98GCol=      "15"
98GRow=      "0"
98OneGraphic="T"
98EnemyType= "18"
98WanderType="0"
98HP=        "900"
98Invincible="T"
98Damage=    "100"
98Radius=    "28"
98Speed=     "0"
98Land=      "T"
98Lava=      "T"
98SWater=    "T"
98Chases=    "F"
98HasRanged= "T"
98Range=     "700"
98Delay=     "500"
98PDamage=   "75"
98PSpeed=    "450"
98PType=     "14"
98PHoming=   "F"

;Super Beaker
99Name=      "Super Beaker"
99GCol=      "0"
99GRow=      "15"
99NumFrames= "2"
99EnemyType= "0"
99WanderType="0"
99HP=        "550"
99Damage=    "25"
99Radius=    "28"
99Speed=     "80"
99Land=      "T"
99SWater=    "T"
99Chases=    "F"
99ImmuneFreeze="T"

;Zugzug the Goblin
100Name=      "Zugzug"
100GCol=      "8"
100GRow=      "15"
100NumFrames= "2"
100EnemyType= "5"
100WanderType="0"
100HP=        "220"
100Damage=    "50"
100Speed=     "150"
100Radius=    "28"
100Land=      "T"
100SWater=    "T"
100Slime=     "T"

;Proennok
101Name=     "Proennok"
101GCol=      "12"
101GRow=      "10"
101EnemyType= "15"
101WanderType="0"
101HP=        "290"
101Damage=    "50"
101Radius=    "28"
101Speed=     "80"
101Land=      "T"
101SWater=    "T"
101Chases=    "F"
101HasRanged= "T"
101PType=     "18"
101Range=     "300"
101Delay=     "2000"
101PSpeed=    "400"
101PDamage=   "50"
101PHoming=   "T"
101ImmuneFreeze="T"

;Batlet Distributor 2
102GCol=      "0"
102GRow=      "10"
102NumFrames= "2"
102EnemyType= "6"
102WanderType="0"
102HP=        "100"
102Damage=    "50"
102Speed=     "100"
102Radius=    "28"
102Land=      "T"
102SWater=    "T"
102Slime=     "T"
102Invincible="T"
